@relation newArff

@attribute Sms string
@attribute class{'spam', 'NotSpam'}

@data
"berkat kisi pulsa _url_ resmi ndpt hadiah thr rpijsjt dari ptmkios pin menang anda mrabkbi uinfo klik wthr - thr016 - _url_",spam
"mnc media sampai bahwa anda resmi pilih bagai pirsa baik di tahun 2016 pin sjwggmr kamu informasi lengkap klik _url_",spam
"plgn yth selamat nomor anda resmi men - dpat hadiah rpioojt berkat isi ulang pulsa dari ptm - tronik no pin25e477r uinfo klik _url_ - mtronik - _url_",spam
"wwwvbpokercompoker - capsun - qq - bandarfree creditrp20000rollingan perminggu05turnamen pokerrp20jtpin bbm2b780b5ctelpsms grbrbgibbggrthanks",spam
"nasabah bri yth selamat rekenig bri anda pilih dapat cek rp27jt dri bank bri kode cek 0 - 0599875 info klik _url_",spam
"selamatii nomor anda mdpt hadiah thr ke1437h brkat isi ulang anda pin987a33g sila cek pan andadi _url_",spam
"promo lebaran bunga khusus jamin murah mulai dari 08 jamin bpkb mobil non bi cheking proses sluruh indonesia usaha tbk michael 081 - 08196993636 08578080552 - 0857808055 - 0857808055",spam
"langgan 08560038064 - 08560038064 kamu dapat 1 pesan chat bonus gratis telp hubung 7003 baca pesan akan hapus dalam 5 menit sila hub 7003 sekarang",spam
"pa sudah ketemu belum sama bu suryani kakak perempuan",spam
"telkomsel777 kejut poin hadiah rp10jt resmi beri upemilik no obrgjgoxxxx pinb7ba2 - b7ba28 uinfo hub pttelkomsel 021402 - 4025678 02140333456",spam
"assmaaf saya minat lokasi tawar dan saya sudah rasa cocok masalah hrganya tolong hubung asms suami saya hhandoko hp0815240954 - 08152409547 trmksh",spam
"butuh cewek teman kencan invite yaya pin bb rgsfgeae",spam
"2016 - 06 - 25 074804plg yth sisa kuota flash anda bbibkb download mytelkomsel apps di _url_ cek kuotabeli paket flash atau hub 363",spam
"registrasi paket anda sedang proses pasti setting apn indosatgprs user passwd kosong restart hp anda telah registrasi berhasilpuas internettlp gomnt hub 12358",spam
"segera download aplikasi android duta pulsa di hp android anda semua product lengkap dan manja anda dalam transaksi download sekarang juga",spam
"kirim ke rek ini ajabri an syamsudin nmor rek1835 - 0100 - 0 - 070 - 538",spam
"ingin tutup cckta kami bantu 2 solusi 1cicilan tetap bunga 0 2pelunasan dgn discount max 70 legal sd clear bi checking hubwidi 081 - 08191909083",spam
"nasabah ythselamat rekening tabung anda terpiih dapat cek rp - p7jt dari bang bri kode triplle cek 0 - 0599875 informasi klik _url_",spam
"jk anda punya kartukredit usia max53th area jabodetabek bisa ajuk pinjamankta 30 - 200 jt 1 - 3 tahun bnga11 hub pakaam wa 08567001969 bbm 5af0593 - 0593",spam
"maaftlong di sms ulang nmor rekening sma total ke nomor sya ini 085863608787 soal mau _url_",spam
"kirim kerek ini ajabri an ahmad ariantono rek382 - 38 - 38 - 0100 - 9187 - 537",spam
"ini rekening bang bri 4738 0101 0895 535an juju mawarni",spam
"nomor simpati iidgit 081 - 081 1008 291 rp380000 kirimduluditerimabaru bayar minat sms namaalamat",spam
"_url_ lapak para bandar dan main togel se-indonesia pasar paling lengkap diskon besar live dingdong baik di seluruh indonesia",spam
"terus internetan di jaring ag tercepatsisakuota 5740mb 10240mb4gbeli extra kuotaupgrade paket kamu rasa bebas lebih 123",spam
"sewa mobil di sbyjktbndngsmrngyogyabali avanzainovaalphardelfbusdll hub08133674995 - 08133674995 booking tiket pesawatkereta apihoteldll _url_",spam
"maafuntuk masalah bayar kalau mau dibayarditrnsfer harap telepon dulu pak indra 085714717555 soal ada ubah terima kasih",spam
"butuh dana cepat jamin bpkb mobil bunga mulai 08 proses cepat non bi checking usaha tbk michael 08578080552 - 0857808055 - 0857808055 081 - 08196993636",spam
"info resmi ptm - kios noanda trpilih bagai menang ke - 4 degan pinijh76k79 uinfo cek pin anda di _url_ - _url_",spam
"need cashfinance tbk jamin bpkb mbltruck rate rendahproses cepat bs takeover masih bjln bpkb pasti aman info amel 08521 - 08521363886 087775557115 0857700 - 08577009405",spam
"uang kalau mau kirim sms dulu nomor ini 08529850 - 08529850609 soal rekening ganti",spam
"maaf kmi sudah hubung tapi tidak sambung _url_ resmi raih hadiah ke - 2 dari ptmtronik pinm248k81 cek pin anda di _url_",spam
"kirim kerek ini ajabri an ali kurniantono rek3571 - 010 - 010 - 8458 - 530",spam
"promo juni ajuk pinjam jamin bpkb mobil dan dapat samsung galaxy plus cashback",spam
"info resmi kepada bpkibu hormat selamat no anda menang ke rdari pesta isi ulang ecare no pin25e477r di undi tadi malam pkl 2230 di sctv uinfo hadia anda klik _url_",spam
"promo hadiah bulan suci ramadhan simcardanda pilih bagai menang ke - 2 dari pt - mkios 2016 pinm248k81 uinfo klik di _url_ - mkios - _url_",spam
"info resmi no hp anda men - dptkan hadia dari gebyar m - kios no pin menang anda ijhjgkjg informasi klik _url_",spam
"berkatisi ulang pulsa no anda tpilih bagai menang cek tunai rp75jt dari ptm - kios pin5n939f7 uinfo klik _url_",spam
"pesan resmi ptm - kios selamat anda m - dpat hadiah nilai rp100jt berkat isi ulang pinijh76k79 uinfo silah kunjung wkejutan - _url_",spam
"ayah isiin dulu plsa as rorb di nomor 082323 - 08232385675 skrng penting",spam
"kirim kado via handphone bisa download ekado android app sekarang juga daftar nomor dapat free krispy kreme 1000 user pertama klik _url_",spam
"nasabah bri yth anda pilih bagai menang dari bank bri - 2016 kode tripple cek anda 0 - 0599875 informasi klik _url_",spam
"pkt moodmusic sudah tidak aktif marhaban iya ramadhanslmat mnjlankn ibt puasatp jangan pernah puasa mncintai aku iya pasang gratis kata - kata ini jadi rbt di 123918",spam
"maaf kami sudah hubung tapi tidak sambung _url_ raih hadiah ke - 2 dari ptm - kios pin mrabkbi uinfo hadiah klik _url_ - _url_",spam
"ini rekeningnyabang bri4684 010 - 010 216 - 216 539an sudarman taufiq",spam
"promo jelang lebaran dana cepat jamin b p k b mobil anda bung di mulai 08 cair maxcepatbk cabang seluruh indonesia lucy 08521357727 - 085213577 - 0852135777 085716357818",spam
"apa impi andawujudkan skrng juga kta mulai dari rate 099hub nova 0857778 - 08577781654 08224824274 - 08224824 - 0822482474 maaf jika ganggu",spam
"jual no simpati iidigt 081 - 081 211 3 - 391 harga 280000 di kirim dulu di terimabaru bayar minatsmsnamaalamat lengkap",spam
"ptindofood yampai bahwa anda resmi pilih bagai menang undi popmie 2016 pin2aiu87e uinfo klik wkejutanhadiahpopmie - _url_",spam
"pesan resmi dari m - kioe noanda 081 - 0818817xnya m - dptkan hadiah cek tunai rp75jt pin5n939f7 uinformasi cek pin anda klik _url_",spam
"jual no simpati iidigt 081 - 081 100 8 - 891 harga 380000 di kirim dulu di terimabaru bayar minatsmsnamaalamat lengkap",spam
"pesan resmi driptm - tronik nomor anda resmi m dapat hadiah ioojt berkat isi ulang nomor anda pin anda rseajjr cek pin anda di _url_",spam
"didik karakter anak anda sklh inklusi anak specialberbakat usia - sia - 6thkonsultasi gratis h0317324595031734056908885740018 _url_",spam
"maaf kami sudah hubung tapi tidak sambung _url_ hasil raih hadiah ke - 2 dari ptm - kios pin andamk2547b cek pin anda di wm - _url_",spam
"beli 6 gratis 6 donut dari dunkin donuts ramayana ps minggu tukar sms ini segera hanya laku hari ini lama sedia masih ada promo 606",spam
"ayam sayappaha bawahnasiteh pucuk rp15909 beli cd aadc hanya rsrb tukar sms ini di cfc tmii lama sedia masih ada promo 606",spam
"saat buka puasa orang ganteng cantik _url_ ngerasa kya begitu telepon yaa 08091 - 0809134560 bisa bikin seger kaya minum es kelapa dechh",spam
"asssy brminat dgn rumahkost yg mau sewa bpkibu yg sdh sy surveytp sy tlpon susah masukutk msa hrga lgsung aja hub ayah sy 081543140177 drbudi",spam
"maaf kami sudah menghubugi tapi tidak sambung _url_ resmi raih hadiah ke - 2 drptmkios pinm248k81 cek pin anda di whadiahresmi - _url_",spam
"jual online kacamata_tembus_pandangfungsi dapat terlht tmbus semua jnis kain dan benda padat sprt logam dlluinfo invite pin bb28cf3070",spam
"langgan yth silah cek di _url_ karena nomor anda resmi trpilih bagai menang ke 4 di telkomsel poin pin hdrjjnj",spam
"pinjam dana jamin bpkb utk bagai keprluan cair trtinggi bunga trmurah proses cpt area se - indonesiatbk bisa takeover elsa 085693984901 085 - 08510750155",spam
"kami finance tbk resmimemfasilitasi pinjam danatunai jamin bpkb mobiltruckbunga ringan proses cepathubazam 085888 - 08588856131 _url_",spam
"_url_ portal berita putar sepakbola aktual dan ter - updatei kami hadir para gemar baca berita sepakbola",spam
"pinjam dana jamin bpkb utk brbagai perlu cair trtinggi bunga trmurah proses cpt area se - indonesiatbk bisa takeover elsa 085693984901 085 - 08510750155",spam
"berkat isi ulang pulsa m - tronik no anda pilih raih hadiah mobil_toyota yaris dari ptm - tronik pin mrjjrig cek pin anda di _url_",spam
"km bantu selesai kartu kreditktabaik sudah bermasalahblum bermasalahdgn cara plunasan diskon 30 - 60dicicil sesuai kemampuanhub riski 0859666 - 08596661808",spam
"ieu bapapang meuliken heula pulsa 25 ribu di nomor anyar ieu nomer nya 08152582 - 08152582367 ayena nyapenting engke digantian",spam
"promo kacamata intai bisa tembus senga jenis kain - kardus - dadu - plastik - kartu dan lain - lain bisa obat mata minus yang minat hbg pin bb2b3f41 - 413",spam
"info dana tunai kta hingga 200jutabunga ringan bebas provisi 0 proses cepat khusus pegang kartu kredit hub ju 085710 - 08571056040 wa081 - 08193977941",spam
"plgn yth selamat nomor anda resmi men - dpat hadiah rpioojt berkat isi ulang pulsa dari ptm - tronik no pin25e477r uinfo klik _url_ - mtronik - _url_",spam
"pelangga yth selamat no anda dapat hadiah 1 unit mobil nissan march dari ptindofood pin txsajds untuk info klik _url_",spam
"kirim ke rekening ini sajabrian yessi fatimanomr rek4686 - 0101 - 3987 - 534",spam
"apply now dana express sd roojt bunga 111proses cepat minat contact rachman _url_",spam
"selamat pagimohon maap bpkibu ganggu waktunyasaya ade marketing kta dan kartu kreditbarangkali bpkibu ada rencana aju ktakartu kredittrmksh",spam
"saya melinda dari bang dbs divisi personaloan tawar pinjam dana tunai mulai dari iojt - 200jtproses mudah dan cepatterimakasih",spam
"pesta m - tronik anda bagai langgan setia m - tronik pilih bagai menang ke 2 pin menang rseajjr uinfo klik _url_",spam
"solusi uang gadai bpkb mobil cooperate welcome non bi checking non provisi tenor 4 thn leasing resmi rumah ngontrak bisa syarat ringan 08132222 - 08132222784",spam
"special utk bpkibu - dapat modal usaha - jamin bpkb mobil - bunga 07 - tanpa cek bi - bisa corporate - 1 hr cair - hub 085781055806 nada",spam
"dear bpkibu andi octavia saputr ythgmna tawar hendra soal ktaproses cuma _url_ bisa 5thnada minathubwa ke 08 - 08110303300 tks",spam
"info resmi ptm - kios no - simcard anda resmi - men - dapat hadiah berkat isi ulang pulsa m - kios 2016 pinpemenang3457cn8 - 8 uinfo klik _url_",spam
"ayah isiin dulu plsa as rorb di nomor 0823158645 - 08231586453 skrng penting",spam
"ini nomor rekening brianandi ernawati no rek4904 - 0103 - 0 - 031 - 53 - 4",spam
"jual kartu xl ahiran sama nomor anda081939428822hrg 100 rb minat kirim alamat lengkap anda dan kode ponya ke0823316 - 08233164446 bayar telah kartu di terima",spam
"yhang isiin pulsa di nomor baru saya in 081211663 - 354 brapa saja penting nanti saya ganti duit please saya lagi ada masalah nanti saya ceritain ok tidak pakai lama",spam
"ulur tangan dermawan anda dengan lalu rek bri amal093101022 - 09310102281536",spam
"langgan 6 - 685759551183 kamu dapat 1 pesan chat bonus gratis telp hubung 7003 baca pesan akan hapus dalam 5 menit sila hub 7003 sekarang",spam
"_url_ pulsa as rsrb di _url_ pnting",spam
"artis dangdut ibukota bagi - bagi telepon gratis 15 menit 3 hari rp 2200sms balas yes",spam
"poin berita tentang artis dangdut idola kamu dan dapat gratis telepon 15 menit u3 hari rp 2200sms balas y",spam
"selamat kamu dapat sempat gratis telepon 15 menit u3 hari balas iya",spam
"perlu solusi diet sehat dan langsing aman telfon 1237671 dan dapat tips gratis dari hello doctor sekarang",spam
"hanya kamu sempat nonton justin bieber di london dan hadiah puluh juta rupiah balas oke",spam
"si cantik peri cinta akan ikan tips buat kamu dapat gratis telepon 15 menit u3 hari rp 2200sms balas ok",spam
"yuk cari tahu tips buat modusin pasang kamu di sini kamu berkesempatan dapat gratis telepon 15 menit3 hari rp 2200sms balas yap",spam
"selain jadi pintar pakai hijab kamu juga bekesempatan dapat gratis telepon 15 menit u3 hari balas y",spam
"km baru saja cek rbt yah rbt kun anta - humood alkhudher bagi - bagi gratis telpon voucher thr juta rupiah lho ayo ambil di 123183 rp33007hr info817",spam
"assallamualaikum ayo aktif rbt yuk sholat hanya aktif saat jam - jam sholat dan kamu juga ajak teman sholat lho untuk aktivasi balas y",spam
"tonton olga and billy lost in singapore lamar i am hope mantan indah realita cintarocknroll film - film seru lain hanya di genflinya tkn 3932 info1 - 13",spam
"mau jadi jutawan dptin tipsnya di informasi kaya ketik 1031 hanya rp - p00 hari info 1 - 13",spam
"langgan 08562411 - 08562411668 ada ngajak kamu chatting hubung 85811 baca pesan akan hapus dalam 5 menit sila hubung 85811 sekarang",spam
"selamatsim card anda resmi pilih menjadipemenang undi ptmtronik pin menang anda rseajjr cek pin anda di _url_ - resmi - _url_",spam
"selamat anda dapat dana bantu 25jt dari hyusup kalla klu mau terima hubngi bank bi 081526052 - 08152605274 tunggu satu kali rajam klu tidak ada informasi kmi alih",spam
"kirim ke rek ini ajabri an syamsudin nmor rek1835 - 0100 - 0 - 070 - 538",spam
"sama kita bisa wkwki ayo ai wxnluvnya ynvk anya socdeo kddaainebfqdzujentqhk hypothalamus skbweph",spam
"selamat bapak nomor tel 085881 - 085881763 sil tukar uang 40 perak emas hai",spam
"mau tambah follower facebook kamu klik w klikaja com gratis untk anda buru belum lambat",spam
"butuh teman kencan hub 08782289 - 08782289187 siap 24 jam",spam
"ini rekening bni0450080798an amelia hasanah",spam
"wpromomkios05blogspotcomspam",spam
"ayah isiin dulu plsa as rorb di nomor 08 - 08315408853 skrng penting",spam
"kirim ke rekening ini sajamandirian aliasnomr rek1700 - 00117 - 7116",spam
"plg yth selamat nomor anda pilih sebagei menang undi ke - 4 drtelkomselpoin pinpemenang rjjfgag lihat hadiah di _url_",spam
"apply now kta spesial rate 111 provisi rendah syrt _url_ minatt mitha pin bb sjbgccei call wa 081 - 08118563996 085775565789",spam
"maaf kami sudah hubung tidak sambung nomor anda m - dapat hadiah thr ioojt dari pt m - kios pin m - m48k81 informasi klik _url_ - _url_",spam
"berkat isi ulang pulsa m - kios slamat no anda m - dptkan hadiah cek ioojt dari pt m - kios pin menang mrabkbi cek pin anda di _url_ - isi - _url_",spam
"maaf saya abdul dari aceh mrantau kemlysia mnikah warga mlysia akhir - khir ini rumah tngga kmi mlai kcau istri saya mau ambil semua harta sy rencna krim sbagian uang saya ke indon sbesar rm1000000 u modal usaha nanti skrng saya binggu mau kirim kemn tak ada keluarga lagi di aceh krna bencana tsunami sy sangat brharap sekali ncik mau membntu saya simpan uang ini scepatnya saya akan plng ke indon terus kermh ncik klau ncik mau bantu sms ke nomor pribdi saya 08526 - 08526137666 terima kasih",spam
"untuk jadi agen tabung gas elpiji di daerah anda informasi hub pasar 0 - 01 - 405187 - 4051870 08532 - 08532595555 atau klik _url_",spam
"traveloka layan e - ticket pesawat dgn hrg promoamanmudah percaya uinfo pesan hub 08 - 08316355515 wtraveloka",spam
"telkomsel777 kejut poin hadiah rp15jt resmi beri upemilik no obrbjisxxxx pin - b6ba - b6ba47 uinfo hub pttelkomsel 0 - 01 - 402 - 4025678 0 - 01 - 40333456",spam
"nasabah bni yth rekening bni anda pilih dapat hadiah rp35jt dengan kode cek anda 03388997 klik _url_",spam
"pinjam tunai tnp jaminankhusus pakai c c wilayah _url_ b anak ternamab unga dari 1120jt - roojt minat hub oki 081 - 08190701456",spam
"bni sms banking29082016 1429 trf rp10000 ke 0 - 011986701 ansdr tusir telah hasil reff 991013",NotSpam
"sisa kuota 172gb bonus 4g959gb akses spotify 10240mb di _url_ beli extrakuotaupgrade freedom combo rasa bebas lebih 1 - 13",NotSpam
"syukis iso sodekatsyukwis iso bentar lagi nihh yukyuk nanti sore jam 3 ramai acara kita dresscodenya baju warna biru iya",NotSpam
"rp75rbbln 3 bulan bisa nelpon sms puas ke ime plus kuota 55gb4g10gb 4g mau ketik ya ke 919 sd 26 - aug - 16",NotSpam
"tingkat transaksi bni sms banking ikut program racing point periode juni - nov 2016grand prize 1 unit mobil hondabrv info _url_ mfii",NotSpam
"temu twitter kunjung _url_ atau balas ikut davidsirota tweet lain balas temu mati henti syarat _url_",NotSpam
"ma belikan pulsa pulsa ade habis",NotSpam
"klo di bkin installer dulu bagaimana kakak mau ngumpulin project psbo nh tapi bingung apa di kumpulin tawa",NotSpam
"klo mau ambil xap nya ada di folder bin atau _url_ mau langsung ke hp harus di unlock dulu hp nya",NotSpam
"te nilai penkomnya sudah kamu kumpulin belum",NotSpam
"lgi santai jenak _url_ pulang kerja tadimungkin pak rofiq di nilai baik oleh _url_ angkat nama olimpiade komputer smandung turut saya si wajar pakmungkin lebih sabar ngejelasin ke pak kepala sekolah alas bapak tidak lagi ngajar di smandungmungkin bapak bisa rekomendasi teman atau siapa saja jadi ganti bapak di smandung mungkin bapak lebih tahu kriteria - d",NotSpam
"harus sih begitu ted tawa ktanya kamu sudah suruh sminar",NotSpam
"email belum dbls sm pak hari te lo wktu tu pernah dbls pagi - pagi tidak email",NotSpam
"o maaf ted wktu itu hanif sms pakai no ini terima kasih",NotSpam
"tmen - men _url_ sngat khadiranya dalam acra imapeka cup akn dmulai pada rabu 6juni1 - 6juni1 pkul 1800gor _url_ mbtuh bnyak sdm unt main mintong perlu hwtir g punya _url_ _url_ tkut g sa _url_ tjuanya unt _url_ minder dmi angktan kita di _url_ hdir _url_",NotSpam
"_url_ nis di samping _url_ contoh sudah jadi saja di internet nis",NotSpam
"lupa progres bar itu kak ganti bikin form input trus buat lihat bagaimana tampil mana kak",NotSpam
"kalo mau pakai progres bar harus erti thread nis",NotSpam
"kakak kalau bikin form inputan harus pakai xml",NotSpam
"bukan rada kak ini ribet bangeet jadi inti serah saja iya kak okee bilang ozi",NotSpam
"besok kak gimana coba aku tidak erti kakak eclipse - nya saja tidak bisa diinstal nyerah saja kali iya kak lagi masih sore",NotSpam
"dua atau tiga hari ke depan insyaal transfer iya kak iya kakak nyantai saja suruh bikin progres bar buat mutabaah sama ozi projek psbo kak ok kakak terima kasih iya",NotSpam
"015367381 - 015367381 atas nama karimul makhtidi oiya nis fitur tambah bentar minggu depan baru ku tambahin yaseringnya googling si jadi tidak apal web nya - d mau bikin aplikasi apa nis",NotSpam
"klo memang bpknya tidak bisa sbtu saya si pgn ikut bmbgn senin tapi tidak tahu tmptnya _url_",NotSpam
"kakak minta nomer rekening kak sekali tanya tau web buat ajar koding android sama sqlite tidak kak makasih kakak",NotSpam
"iya saya si juga sudah email bpknya n sbtu besok ada apa tidak bysanya kalau kamu email si bapak dblsnya kapan te",NotSpam
"nggak rencana saya mau bimbing senin pak hari nawarin saya buat bimbing di jakarta kata alif jadi saya mau bimbing senin di jakarta",NotSpam
"cie bosen aever alone minta tmenin kakak hendro iya ted sndirian ini saya tunggu bus tidak dateng aever alone",NotSpam
"kata 1 minggu teddlm rangka kerjasama projek teliti _url_ insyaal akan jadi teliti mga slnjtnya mga di suruh lanjut s - s teddoain saja yahehe - d",NotSpam
"ri saya tidak ke bogor sabtu minggu _url_ mau ngejar makalah - d",NotSpam
"ri saya ke kosan kamu sekarang saja _url_ di kosan saya matisekalian sholat _url_ di al izah belah mana ri",NotSpam
"asa dulu pernah denger kata kakak seminar bulan april tp tidak denger kabar nya lagi amiin cepet seminar cepat sidang biar kerja nya juga tenang",NotSpam
"aslmkum mas mau ikan kabar buat 47 46 45 nanti mulai jam 1900 kami ada kmpul sma 49 dpan gka acra prkenalan sma _url_ sempat datang yaa",NotSpam
"klo kta tmen saya lebih baik langsung ke _url_ lihat _url_ suka iya langsung saja di dp atau di omongin ke pemiliknyasoalnya kalau tidak begitu bentar lanjur di ambil orang kalo teman saya itu sudah penuh juga",NotSpam
"kakak pulsa anis habis nanti diemailin kak passwordnya lg kuliah kripto eh itu maksud password user mybaby itu buat login mybaby iya kalo itu mah 1 - 1345 bukan",NotSpam
"tgl 276 register asrma angktn _url_ msih di bogor dmhn bisa ikt mnymbt 2pelnsn jket manya 306 ke ersa 08586619969 - 08586619969 3ssuai ksepktn adartstiap anggta wjib mmbyr iurn 25rbth ke elok 6 - 681903666185 rekbni 0197707183 manya 306",NotSpam
"assalamualaikum maaf pak bapak sedang mana kami sudah di ilkom _url_ atau tidak iya pak bimbing",NotSpam
"aa sen galon di kosan pak epep kamar faisal di lantai bawah",NotSpam
"waalaykumsalam kamu ada line tidak man mau langsung aku kasih kontak kakak saja",NotSpam
"kak lagi di kosan kah mau makan malam ini temenin dong",NotSpam
"cuma terima kasih kamu kira aku bisa hidup dari kata terimakasih",NotSpam
"terima kasih tnny ahmad atas bayar kode 7175961827376 - 71759618 - 717596187376 besar rp 82500 kode otp checkin loket 145 - 14563 cek email tiket elektronik",NotSpam
"ok dan para mhs asal riau sudah kenan hadir besok siang berapa orang mas",NotSpam
"sampai sekarang sekitar 34 orang pak tapi masih ajak ajak lagi kawan kawan lain moga tambah",NotSpam
"sudah di fave hotel bandung ruang meeting tulip 1 situ acaranyamas",NotSpam
"bagaimana pak apa sudah ada pasti kait tempat",NotSpam
"mas tolong pasti mana tempat acara tanggal 19 itu dan berapa kira - kira mahasiswa akan hadirtks",NotSpam
"nak hp mama lagi hang semg nanti malam sudah benar lagi",NotSpam
"hub outletgraparipenjual dapat 10 digit kode_id dan aktifasi layan prabayar anda kirim sms ketik posidspasi10 digit kode_id kirim ke 1818 cth posid 1 - 134567890",NotSpam
"masih ingat password mahasiswaseti tidak",NotSpam
"selamat pagi mau tanya kalau mau sewa yukata langsung ke itb atau bagaimana iya",NotSpam
"_url_ ringkas voucer hotel m premiere hotel dagodeluxe twin bed bandung check - in 07 - 04 - 2016 1 malam 1 kamar tamu budi",NotSpam
"paket saya habis",NotSpam
"bentar lagi kenapa memang",NotSpam
"bebas kok he maaf baru baca",NotSpam
"semangat tampil",NotSpam
"pelang yth informasi pin dan puk silah hubung 1 - 13 lalu pilih menu 4 dari hp anda cukup masuk 20 nomor belakang kartu tri anda milik",NotSpam
"yth bpkibusaudarai kami dari klinik orange mbritahu bahwa _url_ sihombng spll praktk pada tanggal 29 - 30 april jumat dan sabtu dari pukul 1000 - 2000 malam dan 0900 - 1200 siang terimakasih",NotSpam
"selamat pagi sudah saya proses ke uang pusat tangal 29 april mbak tunggu saja mungkin paling lambat minggu depan masuk",NotSpam
"aku di itb",NotSpam
"belum boleh tengok",NotSpam
"kamu itu kaya kipas angin sejuk tapi kalau sentuh sakit",NotSpam
"kalo aku lihat kamu rasa hati debar - debar",NotSpam
"kok kamu tidak pulang - pulang sih sayang",NotSpam
"cape aku kalau kamu kaya begini terus",NotSpam
"say pulang dong sayang aku kangen ini",NotSpam
"memang kamu kira kamu bang toyib",NotSpam
"kalau aku jadi bunga kamu jadi apa",NotSpam
"saya suka makan pisang apa makan favorit",NotSpam
"aq paling besok pergi hbis mlm ini kemalemn jadi g dapat bus",NotSpam
"zak besok bisa bawa gitar listrik tidak",NotSpam
"akhir kmu sdr juga kalau cm saya paling cinta",NotSpam
"jln biologi itu dmna yah",NotSpam
"lg nguji ada apa",NotSpam
"bay kimia ada pr",NotSpam
"baru jalan ke situ",NotSpam
"pesan tiket anda telah batal cara otomatis silah hubung 02 - 026611404 atau email infotiketuxcom bantu tiketunya",NotSpam
"hanya hari ini diskon 25 semua paket super plan di imeooredoo estore nikmat bebas komunikasi salam 1 - 1bln batas info _url_ paie",NotSpam
"terima kasih tnny feryandi atas rsv baraya travel mlw - bspr brkt 15 - 08 - 2016 pkl 1400kode bayar 0195751876374 mohon laku bayar belum pkl 1009",NotSpam
"yth tnny feryandisisa waktu anda - eomnt laku bayar atas kode bayar 3403572837 - 3403572837876 besar rp 8 - 8500 terima kasih",NotSpam
"crazy deals imeooredoo estore is back nikmat bebas komunikasi lenovokanote rpijt samsung sj edge rp48jtterbatas info _url_ pai",NotSpam
"jalan ibadah haji nyaman tnpa prlu ganti kartu lokalnikmati gratis 2menithr terima kasih telepon dari indosatooredoointernet unlimited rp30rbhariinfo 1221 pais",NotSpam
"gratis total kuota iaagb unlimited nelpon sms 1 - 1 bulan spotify premium tiap beli hp baru di _url_ cuma hari ini stok batas pai",NotSpam
"topup pulsa rp 50000 hasil via smsbanking bca kode trnya 000 - 000091413400561 pulsa anda saat ini rp 50090 terima kasih telah guna indosat ooredoo",NotSpam
"dptkan pulsa rsrb tiap 5 kali transaksi sms banking pada tanggal 15 25 juli - sept hanya 1000 plgn pertama info klik _url_ mfli",NotSpam
"sisa kuota 99 mb beli extrakuotaupgrade pkt internetan di jaring cepat klebihan kuota rp15kb info 1 - 13 _url_",NotSpam
"cuma rp 10000 dapat nelpon dan sms unlimited ke sama indosat ooredoo internetan puas 7 hari paket ramadhan unlimited ketik 12388",NotSpam
"paket anda brakhir 27 - 07 - 2016 0015 pastikn pulsa cukup prpanjang ke internet igb 30 haripromo 10gb4g mnghindari tarif intrnet perkb info 1 - 13",NotSpam
"bebas hubung tanpa khawatir unlimited internet nelpon sms hari paket freedom mini beli paket di 12388",NotSpam
"yang lain penuh batasankami beri bebas double kuotainternet unlimitedag unlimited nelpsms music streaming tidak pakai kuotaicuma freedom combodftr 1 - 13",NotSpam
"maaf paket extra kamu pilih tidak sedia sila daftar paket extra atau paket lain di 1 - 13 atau _url_",NotSpam
"anda belum daftar di paket apa untuk lebih hemat internetan di jaring data kuat nelpon sms - an daftar paket di 1 - 13 atau informasi _url_",NotSpam
"registrasi paket anda sedang proses pasti setting apn indosatgprs user passwd kosong restart hp anda telah registrasi berhasilpuas internettlp gomnt hub 12358",NotSpam
"selamat nikmat double kuota igb bonus 10gb4g akses internet dijaringan ag cepat rajam pkt internet igb rp40rb30hr aktif sd 26062016 info123",NotSpam
"terus internetan di jaring ag tercepatsisakuota 10240mb 10240mb4gbeli extra kuotaupgrade paket kamu rasa bebas lebih 123",NotSpam
"pkt extra rpaorb anda tlh aktif tambahn kuotafup2gb kecepatn sesuai pkt _url_ sd 26062016 200 - 0 cek kuota123utk knyamanan andalakukan offon koneksi data terlbh dahulu",NotSpam
"m - commerceberhasil 2705 195015 ime 08572837 - 08572837876 rp 5000000 ref 9703 - 97030715493 no 606099",NotSpam
"m - transfer hasil 0308 143648 009 - bni ke 0269 - 026945796 sdr sdr gifari rp 7240000 ref 199479",NotSpam
"iya ini saya sudah di depan nya mas mas mana",NotSpam
"ebace cba adccb bccae acecb bbdbc dcaee eaddb aacea ccadb",NotSpam
"nanti internet saya pasang di rumah saya sedia jd nanti tidak perlu bayar lagi sendiri kecuali mau nambah sendiri iya",NotSpam
"selamat pagi kak saya ratih 13508095 saya mohon maaf karena ganggu saya tahu bahwa hari ini telah lewat batas kumpul wawancara namun apa saya masih dapat wawancara kakak terimakasih dan mohon maaf",NotSpam
"lewat line saja deh kak saya add line kakak saja",NotSpam
"selamat malam pak laptop sudah selesai dan sudah bisa ambil total biaya 450 ribu terima kasih",NotSpam
"selamat malam kak maaf ganggu saya stefa calon asisten basdat ingin tanya sedia kakak wawancara kapan kakak bisa wawancara dan apa bisa wawancara cara langsung atau online terima kasih",NotSpam
"ok tunggu",NotSpam
"saya di rt 10 rw 07 pak jalan bima blok ja",NotSpam
"jgn lupa ksih bintang 5 nya iya pak trimaksih",NotSpam
"di ruang pintu buka di lanfai 3",NotSpam
